,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
389,Justin Fields was back in the fast lane — 12 key numbers for the Chicago Bears’ Monday night game at the Minnesota Vikings,-0.12168057350208983,"Chicago Bears QB Justin Fields has a 116.5 passer rating over his past four starts, trending in the right direction with his production. For the season, Fields' 93.3 rating ranks 13th in the NFL.",0.06956743457703851,Dan Wiederer,0.03878561069723219
390,'Nuts and Bolts' Review: The Levers That Move the World,0.009334975038655102,The making of machines has been a central part of the human story.,0.03224276733817533,Sam Kean,0.0052333237254060805
391,A fierce Nathan Scearce gets Bartlett past East Aurora. And he doesn’t mind extra pressure. ‘It’s better for me.’,-0.05489515743101947,Nathan Scearce scored a career-high 33 points to go with seven assists and four steals in a 77-71 Upstate Eight Conference win over East Aurora.,0.07850929362030001,Paul Johnson,0.033463732674135827
392,"Chris Getz, in his first winter meetings as Chicago White Sox GM, is focused on ‘trying to find ways to get better’",-0.05426083772908896,Chris Getz is at the MLB winter meetings as a general manager for the first time. The Chicago White Sox have plenty of work to do as they come off a 101-loss season.,0.09467098585446365,LaMond Pope,0.12426746921846643
393,Surprise. The turning point for Marist’s Conor Phelan comes on state’s biggest stage. ‘I wrestle because I love it.’,-0.06937168387230486,"Marist's Conor Phelan destroyed the bracket at 190 pounds Saturday in the McLaughlin Classic at Joliet Central, recording five wins by fall.",0.05921933421632275,Patrick McGavin,0.07354913528251927
394,US approves two gene therapies for sickle cell disease,-0.08097092516254634,"The U.S. Food and Drug Administration (FDA) on Friday approved two gene therapies for sickle cell disease, making one of them the first treatment in the United States based on the Nobel Prize-winning CRISPR gene editing technology.",0.07305480957256805,Leroy Leo,0.12679932813625783
395,St. Charles mansion once owned by Precious Moments CEO listed for $3M,-0.015384398837340996,"Jon D. Butcher had the 13,805-square-foot mansion built in 1996.",0.018093294755090028,Bob Goldsborough,0.016462572646560147
396,"With ‘the tuna,’ Burger King and ‘the riot act,’ the trial of Chicago political icon Ed Burke is already finding its place in city lore",-0.07829701642185682,"At its core, the Ed Burke trial is about a series of alleged shakedowns by the longest-serving alderman in City Council history — a potential highlight reel for the sordid legacy of City Hall.",0.11152407148620114,"Ray Long, Megan Crepeau, Jason Meisner",0.07460856300895102
397,"Park Ridge, Des Plaines teens killed in car crash near Southern Illinois University in Carbondale: police",-0.0577660510680289,Superintendent Ken Wallace led a moment of silence for 19-year-old Wolfgang “Wolf” Gustaveson.,0.006664924701908603,Richard Requena,-0.007042879587970674
398,FACTBOX How food and agriculture contribute to climate change,-0.027973752818070352,"Feeding the world is a big job, and the effort produces <a href=""https://www.reuters.com/graphics/FOOD-WASTE/METHANE/gdpzwqwqovw/"">billions of mets of emissions</a> of greenhouse gases each year - around a third of the global total.",0.0466055417964526,Leah Douglas,0.07840147869865177
399,Letters: Response to Oct. 7 by Netanyahu and his right-wing government has been grossly disproportionate,-0.032397281102021225,One can support Israel but at the same time be horrified at the gross disproportionality of Prime Minister Benjamin Netanyahu’s right-wing government’s response.,0.046599878172855824,Chicago Tribune,0.02373511518817395
400,"2 fatally wounded in separate shootings Wednesday evening on South Side, Chicago police said",-0.1045425160555169,"Two men were fatally wounded Wednesday evening in separate shootings on the South Side, police said.",0.08051557722501457,Deanese Williams-Harris,0.0412394622580905
401,Brandon Johnson won office with a nontraditional vision for policing. Does his first CPD budget line up?,-0.09412933472776785,Does Mayor Johnson's first budget for the Chicago Police Department line up with his campaign promises on transforming public safety initiatives?,0.06926856422796845,Alice Yin,0.01641559728886932
402,Two men charged in the shooting of a Bedford Park police officer,-0.08356528246076778,"Raul Perez, 24, and Luis Gonzalez, 22, were charged in the Sunday carjacking and police shooting.",0.07455893675796688,"Jake Sheridan, Caroline Kubzansky",0.055308839422650635
403,Focus: Indian drug manufacturers benefit from Big Pharma interest beyond China,-0.048068121599499136,"Drugmakers are seeking to limit their reliance on Chinese contractors who produce drugs used in clinical trials and early-stage manufacturing, a move that is benefiting rivals in India, according to interviews with 10 industry executives and experts.",0.06866396647819784,Maggie Fick,-0.00042842180118896067
404,Jeff Vorva’s Daily Southtown boys basketball rankings and player of the week,-0.013171695019991603,"Brother Rice takes over top spot, while Marist and Bloom also make major moves. Lincoln-Way East’s BJ Powell is the player of the week.",0.019414452646742575,Jeff Vorva,0.04613521392457187
405,"He helped get Finns into NATO, now he gets them dancing. Will DJ Pexi be president?",-0.058527967892587185,"Published by Reuters By Anne Kauranen and Attila Cser HELSINKI (Reuters) – As Finland's foreign minister for the past four years, Pekka Haavisto helped overturn decades of neutrality to bring Finns into NATO. Now, as ‘DJ Pexi', he is spinning records to get t…",0.06711346755037084,Towleroad,0.12909097587544238
406,Black Friday: Here’s What Retailers Are Saying About the Holiday Season,-0.009641211741836742,A shortened post-Thanksgiving session featured muted moves for the major indexes,0.03959785506594926,Brenda León,0.03952643746742979
407,"At least 2 wounded in armed robberies Friday on West, Northwest sides, Chicago police said",-0.1468106972752139,"Two men were wounded during armed robberies Friday night on the West and Northwest side, Chicago police said.",0.06827635411173105,Deanese Williams-Harris,0.08287422072680783
408,"Choir at St. Michael in Orland Park marking 50 years of making music, friendships",-0.032040677266195416,"After 50 years, thousands of performances, a few spaghetti dinner fundraisers and too many songs to count, the choir at St. Michael Church in Orland Park is still singing and inspiring.",0.024251299386378378,Jeff Vorva,0.0761140094473376
409,Wisconsin governor signs off on $500 million plan to fund repairs and upgrades at Brewers stadium,-0.009585712861735374,Wisconsin Gov. Tony Evers has signed a bill that spends half-a-billion in taxpayer dollars to help the Milwaukee Brewers cover stadium repairs over the next decade.,0.020000217016786337,Todd Richmond,0.01551076048053801
410,SaraKay Smullens: What is societal burnout? We are living it.,-0.023791982646798715,Considering how people develop into healthy members of a society has been overlooked when addressing feelings of burnout and overload.,-0.002727541606873274,SaraKay Smullens,0.037706406437791884
411,Construction companies in fined connection with worker’s death at Lambeau Field,-0.04947307478869334,"Federal labor inspectors have levied fines against two construction companies in connection with a worker’s death at Lambeau Field, home of the Green Bay Packers, earlier this year.",0.08305482501600636,Chicago Tribune,-0.01917693146970123
412,Ford says unlikely Mustang Mach-E EV will qualify for federal tax credits in January,-0.07761671743355691,"Ford Motor <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a> said on Wednesday it is unlikely Mustang Mach-E electric vehicles currently in dealer showrooms will qualify for federal tax credits beginning in January.",0.07770532318681944,David Shepardson,0.03864110802533105
413,Jake Pollack steps forward for Deerfield. Then the 6-foot-8 sophomore does it again by necessity. ‘It’s on me.’,-0.04218069842318073,"Expectations were high for Deerfield’s Jake Pollack coming into the season. With Drew Rodgers out, more falls on Pollack. He’s ready.",0.04318094457266852,Steve Reaven,0.0039675949374213815
414,"More than 1,000 VW workers in Tennessee sign union representation cards -- UAW",-0.05399825959466398,"The United Auto Workers (UAW) union said on Thursday that more than 1,000 factory workers at Volkswagen's <a href=""https://www.reuters.com/markets/companies/VOWG_p.DE"" target=""_blank"">(VOWG_p.DE)</a> Chattanooga, Tennessee, assembly plant have signed union au…",0.07670325093204156,David Shepardson,0.014275450725108385
415,Afternoon Briefing: Students from Skokie Jewish school headed to Israel,-0.004561113761155866,"Good afternoon, Chicago. Here's what is happening today.",0.029469597851857543,Chicago Tribune staff,0.0387230560882017
416,4 takeaways from Chicago Blackhawks’ 3-1 win over the St. Louis Blues — their 1st back-to-back victories this season,-0.00019097531912848353,Chicago Blackhawks goalie Petr Mrázek came 3 1/2 minutes shy of a second straight shutout.,0.028412692481651902,Phil Thompson,-0.011572302537388168
417,Momentum Investing Has Struggled for 20 Years. Here’s Why.,-0.023638528131414205,"A mutual-funds rating company changed its methodology two decades ago, and that apparently has made all the difference",0.053038007841678336,Mark Hulbert,0.026487353177799378
418,US military spaceplane atop SpaceX Falcon Heavy launch delayed to Monday,-0.017921824077347992,"The U.S. military's secretive X-37B spaceplane which was poised for launch on Sunday on the robot craft's seventh mission to orbit atop a SpaceX Falcon Heavy rocket has been delayed to Monday, SpaceX said on Sunday.",0.03602943153236993,Reuters,0.07410557137336582
419,"Stellantis recalls more than 32,000 hybrid Jeep Wrangler SUVs",-0.014039923495147377,The recall covers 2021-2024 models of the Jeep Wrangler 4xe SUVs. All other Wrangler models have been deemed safe by Stellantis.,-0.05829737859312445,Chicago Tribune,0.005274901399388909
420,Tellurian names Daniel Belhumeur president as new chair takes charge,-0.12147683107286866,"Tellurian <a href=""https://www.reuters.com/markets/companies/TELL.A"" target=""_blank"">(TELL.A)</a> said on Monday it appointed a new president and general counsel, days after the U.S. liquefied natural gas (LNG) developer ousted co-founder Charif Souki as chai…",0.0639557144313585,Reuters,0.07069736311677843
421,Warren’s Ruth Ziegler is the 2023 News-Sun Girls Volleyball Player of the Year,-0.03358418647621875,"Warren’s Ruth Ziegler, who committed to Illinois State before her junior season, didn’t rest on her laurels.",0.00824184314114973,Darren Day,0.01457272283732891
422,Tyrannosaur Discovered With Last Meal Preserved in Stomach...,-0.05265393733861856,First-of-its-kind fossil gives paleontologists unprecedented insight into the diet and dominance of the top carnivore of its time,-0.020994334503484424,wsj,0.03102853731252253
423,Your Local Newspaper Might Not Have Single Reporter...,-0.027058167674113065,Rise of ‘ghost newsrooms’ spawns effort by local news startups to fill the void,0.0032559824030613527,wsj,0.03477233223384246
424,Retailers are ready to kick off Black Friday just as shoppers pull back on spending,-0.03412349637437728,Retail executives are growing concerned with a spending slowdown that could temper sales on the day after Thanksgiving as well as throughout the holidays.,0.04336226804298349,Anne D'Innocenzio,-0.024810948612866923
425,Earth is running a fever. And UN climate talks are focusing on the contagious effect on human health,-0.04997209562952776,"With Planet Earth running a fever, U.N. climate talks focused Sunday on the contagious effects on human health.",0.03210278507322073,Jamey Keaten,0.12306077382527292
426,Burger King tycoon recounts morning FBI showed up at his Texas doorstep with questions about Ald. Ed Burke: ‘I was relieved when they said I’m not in trouble’,-0.09226528932413203,"On the day the FBI raided then-Ald. Edward Burke’s City Hall offices, federal agents appeared on the doorstep of a Texas businessman",0.09291440635570325,"Jason Meisner, Ray Long, Megan Crepeau",0.1478622667491436
427,Bronny James makes college debut for USC nearly 5 months after cardiac arrest,-0.0063054107304196805,Bronny James has made his college debut for Southern California nearly five months after he suffered cardiac arrest. The 19-year-old freshman entered Sunday’s game against Long Beach State about seven minutes into the first half.,0.08772554243478226,Chicago Tribune,0.014904622425092384
428,"10 best books for 2023: Or make that 12, if you include a trio that shouldn’t work at all",0.020309768558945507,"Pretend you’ve invited a bunch of books that you can’t get out of your head to a Christmas party. From fiction to histories to climate change books, it's crowded. But you do have a favorite.",0.03793875555857085,Christopher Borrelli,0.08156637329375371
429,Explainer: How will the Supreme Court reshape US opioid epidemic relief?,-0.02009172798716463,"The U.S. Supreme Court is set on Monday to <a href=""/legal/us-supreme-court-scrutinize-purdue-pharma-bankruptcy-settlement-2023-08-10/"">hear arguments</a> over the legality of a roughly $6 billion <a href=""/legal/purdue-pharma-can-protect-sackler-owners-opioi…",0.04290167638100684,John Kruzel,0.0061897475970909
430,Confectioners eye holiday boost as UK shoppers snub expensive gifts,0.020068314508534968,"Quality Street maker Nestle and Cadbury owner Mondelez <a href=""https://www.reuters.com/markets/companies/MDLZ.O"" target=""_blank"">(MDLZ.O)</a> are seeing higher sales of confectionery in Britain this holiday season driven by cash-strapped shoppers seeking che…",0.06957826082361862,Richa Naidu,0.010594701627269387
431,"Without three starters, Evergreen Park stands tall behind Keshaun Vaval. How? ‘It’s not just one or two people.’",-0.04720881802495569,Keshaun Vaval scored 19 points Thursday to help short-handed Evergreen Park beat Tinley Park 55-51 in a South Suburban Conference crossover.,0.05698195466538891,Jeff Vorva,0.06736135091341566
432,"Educator workforce shortages worse in special ed and bilingual classes, Illinois watchdog report shows",-0.024428933727904223,"Vacancies “disproportionately affect schools serving Black and Latinx students as well as students from low-income households,” the report said.",0.04551711899694055,Shanzeh Ahmad,0.016423765307990834
433,"Jeimer Candelario agrees to $45 million, 3-year contract with the Cincinnati Reds",0.01302233716705814,"Jeimer Candelario has agreed to a $45 million, three-year contract with Cincinnati, giving the Reds a surplus of infielders that could lead to another move.",0.0652438203105703,Jay Cohen,0.03708130831364542
434,"Ride-share driver stabbed by customer overnight on Michigan Avenue, cops say",-0.05909224512288347,"Police said the 41-year-old victim was providing a car ride shortly after 12:30 a.m. in the 600 block of North Michigan Avenue when the customer became angry and physically attack him, stabbing him with a sharp object to the head.",0.006057512997358572,Deanese Williams-Harris,-0.0330936869722791
435,"Chicago Bears Week 12 storylines: Justin Fields’ top moments, Teven Jenkins’ resurgence and the curious case of Montez Sweat’s snap count",-0.020536604803055525,"The Chicago Bears have emphasized the importance of QB Justin Fields becoming more dangerous as an on-the-move thrower. Against the Detroit Lions, he showed impressive growth.",0.06860780760689522,Dan Wiederer,0.09497388900490478
436,Kellie O’Connell: Helping feed our neighbors — including our new arrivals — defines us as Chicagoans,-0.03565665823407471,Our food programs at Chicago's Nourishing Hope are serving more people today than we did at the height of the pandemic.,0.06466640363214538,Kellie O’Connell,0.032022156548919156
437,Boeing Has a Frontrunner to Be Its Next CEO,-0.05434462032280862,"Stephanie Pope to be promoted to operating chief, making her the likely successor to CEO David Calhoun",0.04885170246416237,Sharon Terlep,0.026046091748867184
438,"Peoples Gas asks to restore $134 million of ‘paused’ pipeline replacement work, says hundreds of jobs may be lost",-0.08241379476385191,"Without the funding, there will be safety risks from leaking pipes, gaping holes in streets and sidewalks, replacement meters left “dangling” on customer residences and hundreds of jobs lost in the new year, Peoples Gas warned in the filing.",0.028042154044669587,Robert Channick,0.08769051252602367
439,"As UK dental system decays, surging numbers seek treatment abroad",-0.0012148925452493131,"Once Marion Parks found out she needed intensive dental work, the 55-year-old decided her best course of action was to leave her small English village to have implants — in Istanbul.",-0.013671954053279478,Sachin Ravikumar,0.04861128970514983
440,Searching for a holiday miracle in Branson — Missouri’s ultimate Christmas town,-0.034102274919860065,"Could Branson, known as most Christmassy of all Christmas towns, meet my high expectations for merry-making and help heal a broken heart?",0.021140923948223644,Linze Rice,0.048968084243824705
441,The siblings of children killed by gun violence and how they cope: ‘I just feel alone’,-0.06570768359233625,"Sudden, violent loss reverberates through families and communities all too often in Chicago. But experts say that young people who see their siblings die are particularly vulnerable to the havoc grief can leave in its wake.",0.056188290189311374,Caroline Kubzansky,0.10734101370326243
442,Grateful for a new home: Community members embrace migrants as many find meaning in their first Thanksgiving celebration in Chicago,-0.08587105828337371,Maria Goitia and her family celebrated their first American Thanksgiving grateful for the help they've received since leaving their native Venezuela.,0.0341819194945856,"Laura Rodríguez Presa, Alysa Guffey",0.09679632459301502
443,Column: Free play. Big win. How Justin Fields and the Chicago Bears turned a Detroit Lions gaffe into a statement moment.,-0.09021729518281063,"There were a dozen descriptions bouncing around Soldier Field on Sunday of the play that swung the Chicago Bears’ 28-13 victory, the third-quarter 38-yard touchdown pass from Justin Fields to DJ Moore — a play the Bears never had any intention of running.",0.10430406565137673,Dan Wiederer,0.09846374805783853
444,"After Munger's death, Berkshire succession comes into focus",-0.04169166581414174,"The death of Berkshire Hathaway's <a href=""https://www.reuters.com/markets/companies/BRKa.N"" target=""_blank"">(BRKa.N)</a> <a href=""/business/obituary-charlie-munger-oracle-pasadena-who-was-buffetts-second-in-command-2023-11-28/"">Charlie Munger</a> heralds the…",0.0014614032988902181,Jonathan Stempel,0.015855110716074705
445,"Things to do around Chicago: Mariah Carey, a Holiday Sing-Along and the ‘Hanukkah Goblins’",-0.025308478332590312,"Coming up around Chicago: the Queen of Christmas, hip hop dance and music to raise the gothic revival roof at Fourth Presbyterian.",0.05597933114040643,Chicago Tribune staff,0.04218336200574413
446,How McDonald’s Is Overhauling Its Famous Burgers,-0.009166952455416322,The fast-food giant has spent seven years making over its signature offering amid heated competition for hamburger dominance,0.03334838858609146,Heather Haddon,0.009427864475583192
447,Bucktown residents express anxiety and frustration over 2023 crime spikes at community meeting,0.05285089267999865,Residents of Bucktown gathered Thursday night to air frustrations over a spike in violent crime in the North Side neighborhood,0.008434403222054243,Sam Charles,0.03255931245803367
448,"Early morning fire in Elmwood Park displaces a family, destroys an apartment building and damages 2 other homes: Fire chief",-0.0627703022910282,"Remodeling work was going on at the house, no foul play suspected.",0.05373550485819578,Chicago Tribune,0.11387780238874257
449,France's Marine Le Pen to Face Trial Over Spending...,-0.02297304302919656,"Prosecutors say she paid party officials using funds earmarked for European Parliament assistants, which she denies",0.045317365671508014,wsj,0.0018959992594318464
450,How to Avoid Being Boring at 60,0.02021880471147597,"What to do when your life is so routine that you’ve run out of stories? Embark on a series of tame, achievable, eye-opening challenges",0.0010845477227121592,Rob Lazebnik,0.0009507873910479248
451,"Def Leppard, Journey announce 2024 summer tour",-0.0823068231693469,Both Def Leppard and Journey will take their music on the road as the two rock groups come together for a joint summer tour next year.,0.026584837323753163,Alexandra Del Rosario,0.02238092350307852
452,"Warren’s Donovan McNeal, the 2023 News-Sun Football Player of the Year, ‘always came through’",-0.007951276493258774,"Warren’s Donovan McNeal says he is “used to being underestimated.” That’s a mistake, as he showed again and again.",0.04191471997182816,Steve Reaven,-0.004305092770664487
453,Ethiopia signs $600 mln wind farm deal with UAE'S AMEA Power,-0.05677886382909492,"Ethiopia has signed an agreement with United Arab Emirates' AMEA Power for the construction of a 300 megawatt wind farm at a cost of $600 million, its finance ministry said on Sunday.",0.023501684598159045,Reuters,0.05678164721757639
454,"EV battery startup ONE names Paul Humphries as CEO, replacing founder",-0.16778445476666093,"Electric-vehicle battery startup Our Next Energy (ONE) said on Sunday that Paul Humphries will be its new CEO effective immediately, replacing Mujeeb Ijaz, who held the post since he founded the company.",0.009714596119010821,Reuters,0.0712938261567615
455,Chris Evert announces cancer recurrence and will miss broadcasting the Australian Open while undergoing treatment,0.0065865975338965654,Tennis Hall of Famer Chris Evert says her cancer has returned and she will not broadcast the Australian Open for ESPN while undergoing treatment.,0.06969069270417094,Associated Press staff,0.0755272579845041
456,The air up there. West Aurora’s Terrence Smith punctuates double-double with seven dunks. ‘It gets us fired up.’,-0.009978333255276084,"Terrence Smith made sure to shake the rim several times against Oswego, scoring 16 points and grabbing 11 rebounds in a 61-44 victory.",0.07430070883856388,Paul Johnson,0.035128096205880865
457,Indiana Fever win 2024 WNBA draft lottery for No. 1 pick for 2nd straight season,-0.022939221642445773,The Indiana Fever won the WNBA draft lottery Sunday and will pick No. 1 for the second straight year.,0.06093123066239059,Doug Feinberg,0.04163496196269989
458,Introducing the 2023 Naperville Sun Football All-Area Team,-0.03678818861953914,"Quarterback Jack Cook is among 16 Naperville Central players on the team, and Luke Williams is among nine Naperville North players.",0.07224097906146199,Matt Le Cren,-0.015006191326392582
459,"It’s Greek to South Elgin’s Demetrios Carrera. Spanish, too. And his effort speaks volumes. ‘Not scared of anyone.’",-0.024918932118453085,Demetrios Carrera’s effort has spoken volumes this season at 120 pounds. He went 5-0 Saturday with three falls at the Beat the Streets tourney.,0.015475098975002766,Patrick McGavin,0.05024249211419374
460,Non-Profit Theatres Are Finding Ways To Survive,-0.020529169705696404,"The leaders of these theaters define success differently than they did before the pandemic, but they are optimistic about the future and intent on connecting with new and younger audiences. – The Wall Street Journal",0.025123346109467093,The Wall Street Journal,0.006581063702469692
461,Commodities traders pledge at COP28 to protect South American grasslands,-0.055805357405915856,"Eight of the world's top commodities traders have pledged to stop buying soy from farms that ruin South American grasslands, adding to previous commitments to shun growers that clear forests, a sector group said on Saturday on the sidelines of the COP28 clima…",0.08602007050649263,Jake Spring,0.08246160834096372
462,Column: Shohei Ohtani’s unique deal with the Los Angeles Dodgers turns baseball on its head,-0.061622624314622954,"Along with being the greatest baseball player of all time, we can now attach the label “smartest of all time” to Los Angeles Dodgers star Shohei Ohtani.",0.12412736960686743,Paul Sullivan,0.005084404343506321
463,Chicago hears from Cincinnati and Newark officials on how to speed up replacement of toxic lead pipes,-0.0427625211304985,"There are an estimated 409,000 lead service lines in Chicago — more than in any other U.S. city. So far the city has replaced 4,255.",0.06948117597494274,Michael Hawthorne,0.0452698054141365
464,US Black Friday sales rise 2.5% -Mastercard Spendingpulse,-0.05101293311236077,"Mastercard <a href=""https://www.reuters.com/markets/companies/MA.N"" target=""_blank"">(MA.N)</a> Spendingpulse said on Saturday that U.S. retail sales on Black Friday rose 2.5% year-over-year excluding automotive sales, not adjusted for inflation.",0.06371151382336393,Reuters,0.022294728609267622
465,"Global bank ranking removes Unicredit and moves up UBS, China banks",-0.018427090835757554,"The Financial Stability Board (FSB) on Monday removed Italy's UniCredit <a href=""https://www.reuters.com/markets/companies/CRDI.MI"" target=""_blank"">(CRDI.MI)</a> from the list of global systemically important banks and moved three banks, including Switzerland…",0.09646613011136651,Reuters,0.04596012146794237
466,"Group fails attempt to crash-and-grab at high-end Magnificent Mile store, ditches car: Police",-0.09963632718427107,"The failed burglars were unable to break into the store and left their crashed Nissan at the scene, Chicago police said.",0.01772879876079969,Jake Sheridan,0.04900926518894266
467,James Penley and Nazareth will catch you. And then surpass you. They show that one more time in 5A state final.,-0.028780625900253654,James Penley and his Nazareth teammates had withstood a bad start before. So he wasn’t fazed by a two-touchdown deficit on Saturday.,0.024726049916353077,Steve Reaven,0.09903505025431514
468,The Startling Economics of World's Largest Cruise Ship...,-0.0515595437027514,"The Startling Economics of World's Largest Cruise Ship...

 
 
 
 (Third column, 16th story, link)

 

 

 
 Related stories:ESCAPE: Cancun, Mexican Caribbean Expected To Shatter All Tourism Records This Winter...

 

 
 
 Drudge Report Feed needs your …",0.0036909651826135814,Spencer Jakab,0.04753964698466007
469,"Review: With Michael Tilson Thomas, music is easy and sweet at CSO",-0.03958717093337327,"The man of the hour at the Chicago Symphony was the conductor, turning 79 this month and grappling with incurable brain cancer.",0.0666475848556729,Hannah Edgar,0.012012005980068352
470,"Basketball and local scores for the Southland, Aurora, Elgin, Naperville and Lake County",-0.0746661915545701,"Results and highlights of high schools and local colleges from the Southland and Aurora, Elgin, Naperville and Lake County coverage areas.",0.09517053668969311,From Staff Reports,-0.0004997721407562494
471,"From Nicaragua with love. Elijah Allen, who doesn’t speak English, settles in for Bloom. ‘God sent him to us.’",-0.02486655255779624,Elijah Allen scored 11 points and had 10 rebounds Friday as Bloom knocked off Thornton for a 65-54 Southland Athletic Conference victory.,0.003778828075155616,Jeff Vorva,0.052166833498631604
472,Israel: Killed Half of Hamas's Battalion Commanders...,-0.06467995639832225,"Israel: Killed Half of Hamas's Battalion Commanders...

 
 
 
 (First column, 14th story, link)

 

 

 
 Related stories:Both male and female hostages sexually assaulted in captivity...
IDF floods tunnels...
Israel raises threat level against travel to…",0.05274043048848398,Rory Jones,0.052709201190737076
473,"Column: Despite so many questions about the future, Chicago White Sox chairman Jerry Reinsdorf only talks about the past",-0.1263772575184703,"It wasn’t surprising Jerry Reinsdorf wouldn’t discuss anything Chicago White Sox fans are remotely interested in at the MLB winter meetings, but it was par for the course.",0.06917536695254967,Paul Sullivan,0.013054605980869383
474,The Game has big-time Big Ten — and CFP — stakes as No. 2 Ohio State faces No. 3 Michigan at the Big House,-0.15026278083678335,A spot in the Big Ten championship game and a path to the College Football Playoff will be at stake when No. 2 Ohio State play the No. 3 Michigan on Saturday at the Big House.,0.19054701272398233,Larry Lage,0.11478694325705874
475,Aaron Rodgers still aiming to return to New York Jets practice around his 40th birthday next month,-0.03352109040133655,Aaron Rodgers hopes to celebrate his 40th birthday by returning to practice with the New York Jets.,0.03881576255662367,Dennis Waszak Jr.,0.09149127715500072
476,Corey Perry sits again as Chicago Blackhawks remain quiet about forward’s status,-0.07048563176067546,Corey Perry is a healthy scratch again and Chicago Blackhawks coach Luke Richardson is declining to provide any update on the forward’s status with the team.,0.07863508645095862,Chicago Tribune,0.010513738670852035
477,"Amid drug abuse crisis, state mounts effort to recruit and train more counselors",-0.060074147797422484,Illinois is spending $3 million in an effort to recruit and retain more substance abuse counselors amid a surge in drug abuse and overdoses that began during the COVID-19 pandemic.,0.0116515338922909,Jeremy Gorner,0.029704464017413557
478,Editorial: The opioid epidemic is getting worse. Don’t reward one of the main culprits.,-0.018356498068897054,"In the interest of justice and human decency, the Supreme Court should give a thumbs-down to the Purdue Pharma bankruptcy scheme.",0.06697472342057154,The Editorial Board,0.06924146908568218
479,Deutsche Bank sees 12% upside to S&P 500 through 2024-end,-0.05753116981941275,"Deutsche Bank on Monday forecast the S&P 500 <a href=""https://www.reuters.com/markets/quote/.SPX"" target=""_blank"">(.SPX)</a> to end next year 12% higher as it expects corporate earnings to remain resilient even if the United States experiences a mild and shor…",0.10326559317763895,Reuters,0.013220071959949564
480,Three cheers for Marian Catholic’s Taylor Bolton. She goes from cheerleader to ‘one of the best shooters around.’,-0.019514583167620003,Taylor Bolton hit key shots Tuesday night to keep Marian Catholic in a 53-45 East Suburban Catholic Conference victory over Joliet Catholic.,0.022480829036794603,Gregg Voss,0.021231273080047686
481,"Ryan O’Neal, star of ‘Love Story’ and ‘Paper Moon,’ dies at 82",-0.05690206971485168,"Ryan O’Neal died Friday, his son Patrick said in an Instagram post. He was 82.",-0.022086564975325018,Valerie J. Nelson,0.06046825193334371
482,"Kennedy Expressway lanes to reopen, as first year of construction project ends",-0.026294556795619428,"The reopening marks the end of the first year of a three-year, $150 million rehab of the highway from the I-94 split south to downtown.",0.008497904433170334,Sarah Freishtat,0.02685356054280419
483,The 89th annual Chicago Thanksgiving Parade,-0.09232912439620122,"The 89th annual Chicago Thanksgiving Parade was held on Nov. 23, 2023, on State Street, running from Ida B. Wells Drive to Randolph Street in Chicago. The parade featured giant balloons, marching bands, performers and a visit from Santa Claus.",0.08581697806948796,Antonio Perez,0.07594619051087648
484,"Moving Company Touts Young, Chiseled Workers. Feds Say That's Age Discrimination...",-0.03232707135612145,Biden-appointed EEOC commissioners are taking closer look at alleged age bias in the labor market,0.09871201973874122,wsj,0.0349074621044565
485,Grateful for a new home: Community members embrace migrants as many find meaning in their first Thanksgiving celebration in Chicago,-0.08587105828337371,Maria Goitia and her family celebrated their first American Thanksgiving grateful for the help they've received since leaving their native Venezuela.,0.0341819194945856,"Laura Rodríguez Presa, Alysa Guffey",0.09679632459301502
486,"META Struggling to Boot Pedophiles Off FACEBOOK, INSTAGRAM...",-0.023998438467970118,"The social-media company has stepped up enforcement, but its algorithms continue to promote problematic content",0.0466095037991181,wsj,0.011669917817926034
487,Letters: Does Mayor Brandon Johnson really believe the Brighton Park site is safe for a migrant encampment?,-0.06142003822606057,Is Mayor Brandon Johnson trying to tell us that the contaminated Brighton Park location is the best place to build his migrant camp?,0.024519732920452952,Chicago Tribune,0.00025944673689082265
488,"‘One win, one loss’: 4 takeaways as the Chicago Blackhawks fail again to get consecutive wins",-0.08117466399562545,"The Chicago Blackhawks’ seesaw season continued with a 4-2 loss to the St. Louis Blues on Sunday, and at least one Hawk is ready to walk the plank.",0.041013520560227334,Phil Thompson,0.10166817461140454
489,Terry Savage: Take stock of your portfolio in December,-0.05702252814080566,December is historically one of the market’s best performing months — especially in a December preceding an election year.,0.018987963092513382,Terry Savage,0.005357434107281733
490,Steve Chapman: A reelected Trump could make himself president for life,-0.019023010427190457,"Should Donald Trump win this time, his confederates will have four years to implement a plan to keep the presidency for as long as he wants.",0.0674543256754987,Steve Chapman,0.024126960135617992
491,Illinois home values are booming. Here’s a look at prices throughout the state.,-0.01379423146136105,Search the map to see how Illinois home values compare by ZIP code.,0.03975505323614925,Claire Malon,-0.008783689074334688
492,"‘Fallen Leaves’ review: Is this heaven? No, it’s Helsinki, and it’s charming",0.0012540725292637944,This picture is one of Finnish filmmaker Aki Kaurismaki's drollest and leanest accomplishments — an 80-minute romantic fable beguiling in its simplicity.,-0.017727179547364358,Michael Phillips,0.01523506100056693
